go4.org/netipx,https://github.com/go4org/netipx/blob/fdeea329fbba/LICENSE,BSD-3-Clause
golang.org/x/crypto,https://cs.opensource.google/go/x/crypto/+/v0.54.0:LICENSE,BSD-3-Clause
golang.org/x/exp,https://cs.opensource.google/go/x/exp/+/764159d7:LICENSE,BSD-3-Clause
golang.org/x/net,https://cs.opensource.google/go/x/net/+/v0.57.0:LICENSE,BSD-3-Clause
golang.org/x/sync,https://cs.opensource.google/go/x/sync/+/v0.22.0:LICENSE,BSD-3-Clause
golang.org/x/sys,https://cs.opensource.google/go/x/sys/+/v0.47.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/v0.40.0:LICENSE,BSD-3-Clause
golang.org/x/time/rate,https://cs.opensource.google/go/x/time/+/v0.15.0:LICENSE,BSD-3-Clause
google.golang.org/protobuf,https://github.com/protocolbuffers/protobuf-go/blob/v1.36.11/LICENSE,BSD-3-Clause
gopkg.in/yaml.v3,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
gorm.io/gorm,https://github.com/go-gorm/gorm/blob/v1.31.2/LICENSE,MIT
modernc.org/libc,https://gitlab.com/cznic/libc/-/blob/v1.74.3/LICENSE,BSD-3-Clause
modernc.org/mathutil,https://gitlab.com/cznic/mathutil/-/blob/v1.7.1/LICENSE,BSD-3-Clause
modernc.org/memory,https://gitlab.com/cznic/memory/-/blob/v1.11.0/LICENSE,BSD-3-Clause
modernc.org/sqlite/lib,https://gitlab.com/cznic/sqlite/-/blob/v1.54.0/LICENSE,BSD-3-Clause
